season,name,position,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,yellow_cards,GW,form,home_team,away_team
2021-22,Issa Diop,DEF,0,0,0,0,0,424,349,0,0,0,0,2022-05-01 15:30:00+00:00,0,0,0,0,0,0,27152,2,1,0,0,-1148,14,1162,42,0,35,0.075,West Ham,Arsenal
2021-22,Issa Diop,DEF,0,0,0,0,0,424,360,0,0,0,0,2022-05-08 13:00:00+00:00,0,0,0,0,0,0,26912,4,0,0,0,-298,201,499,42,0,36,0.075,Norwich,West Ham
2021-22,Issa Diop,DEF,0,0,0,0,0,424,369,0,0,0,0,2022-05-15 13:00:00+00:00,0,0,0,0,0,0,26855,2,2,0,0,-75,228,303,42,0,37,0.05,West Ham,Man City
2021-22,Issa Diop,DEF,0,0,0,0,0,424,373,0,0,0,0,2022-05-22 15:00:00+00:00,0,0,0,0,0,0,26485,1,3,0,0,-369,87,456,42,0,38,0,Brighton,West Ham
2022-23,Issa Diop,DEF,0,0,0,0,0,470,10,0,0,0,0,2022-08-07 15:30:00+00:00,0,0,0,0,0,0,12698,2,0,0,0,0,0,0,45,0,1,0,West Ham,Man City
2022-23,Issa Diop,DEF,0,0,0,0,0,470,20,0,0,0,0,2022-08-13 14:00:00+00:00,0,0,0,0,0,0,15421,0,0,0,0,-949,883,1832,45,0,2,0,Wolves,Fulham
2022-23,Issa Diop,DEF,0,0,0,0,0,470,24,0,0,0,0,2022-08-20 14:00:00+00:00,0,0,0,0,0,0,14757,2,3,0,0,-1635,556,2191,45,0,3,0,Fulham,Brentford
2022-23,Issa Diop,DEF,0,0,4,0,0,470,31,1,0,0.7,7.2,2022-08-27 16:30:00+00:00,11,0,0,0,0,0,13896,1,2,0,1,-1569,264,1833,44,0,4,0,Arsenal,Fulham
2022-23,Issa Diop,DEF,0,0,0,0,0,470,44,0,0,0,0,2022-08-30 18:30:00+00:00,0,0,0,0,0,0,13432,1,2,0,0,-820,178,998,44,0,5,0.025,Fulham,Brighton
2022-23,Issa Diop,DEF,0,0,0,0,0,470,59,0,0,0,0,2022-09-03 14:00:00+00:00,0,0,0,0,0,0,12855,1,2,0,0,-865,219,1084,44,0,6,0.025,Spurs,Fulham
2022-23,Issa Diop,DEF,0,0,9,0,2.3,470,78,2,0,1.6,13.8,2022-09-16 19:00:00+00:00,90,0,0,0,0,0,12813,3,2,0,0,-35,264,299,43,1,8,0.025,Nott'm Forest,Fulham
2022-23,Issa Diop,DEF,0,0,5,0,0.3,470,84,1,0,1,9.4,2022-10-01 14:00:00+00:00,45,0,0,0,0,0,12694,4,1,0,1,-192,415,607,43,0,9,0.025,Fulham,Newcastle
2022-23,Issa Diop,DEF,0,0,0,0,0,470,100,0,0,0,0,2022-10-09 13:00:00+00:00,0,0,0,0,0,0,12694,1,3,0,0,-174,342,516,43,0,10,0.025,West Ham,Fulham
2022-23,Issa Diop,DEF,0,2,28,0,3.1,470,103,2,1,8.5,49,2022-10-15 14:00:00+00:00,90,0,0,0,0,0,12789,2,2,33,9,-37,369,406,43,0,11,0.025,Fulham,Bournemouth
2022-23,Issa Diop,DEF,0,0,23,1,0.2,470,116,0,0,0.8,7.4,2022-10-20 18:30:00+00:00,90,0,0,0,0,0,23933,0,3,0,6,4830,5439,609,43,0,12,0.25,Fulham,Aston Villa
2022-23,Issa Diop,DEF,0,0,0,0,0,470,124,0,0,0,0,2022-10-23 13:00:00+00:00,0,0,0,0,0,0,20536,3,2,0,0,2448,3496,1048,43,0,13,0.4,Leeds,Fulham
2022-23,Issa Diop,DEF,0,1,28,1,0.6,470,136,0,0,1.2,11.8,2022-10-29 16:30:00+00:00,90,0,0,0,0,0,20495,0,0,0,7,-157,1590,1747,43,0,14,0.375,Fulham,Everton
2022-23,Issa Diop,DEF,0,0,18,0,0.1,470,145,2,0,4.3,25.2,2022-11-05 15:00:00+00:00,90,0,0,0,0,0,22012,1,2,18,1,1157,2501,1344,43,0,15,0.55,Man City,Fulham
2022-23,Issa Diop,DEF,0,0,15,0,0,470,153,2,0,0,0,2022-11-13 16:30:00+00:00,90,0,0,0,0,0,23671,2,1,0,1,1442,2898,1456,43,0,16,0.35,Fulham,Man Utd
2022-23,Issa Diop,DEF,0,0,30,1,0.8,470,165,0,0,3.8,18.6,2022-12-26 15:00:00+00:00,90,0,0,0,0,0,29108,3,0,19,6,5044,14577,9533,43,0,17,0.225,Crystal Palace,Fulham
2022-23,Issa Diop,DEF,0,0,14,0,0.8,470,173,1,0,2.2,21,2022-12-31 15:00:00+00:00,90,0,0,0,0,0,36119,1,2,0,2,6699,8410,1711,43,0,18,0.375,Fulham,Southampton
2022-23,Issa Diop,DEF,0,0,3,0,0,470,188,0,0,0.1,1,2023-01-03 19:45:00+00:00,8,0,0,0,0,0,44222,1,0,0,1,7676,9205,1529,43,0,19,0.25,Leicester,Fulham
2022-23,Issa Diop,DEF,0,0,0,0,0,470,64,0,0,0,0,2023-01-12 20:00:00+00:00,0,0,0,0,0,0,44222,1,2,0,0,7676,9205,1529,43,0,19,0.25,Fulham,Chelsea
2022-23,Issa Diop,DEF,0,0,8,0,0.3,470,197,1,0,3.6,36,2023-01-15 14:00:00+00:00,90,0,0,0,0,0,37106,0,1,0,2,-6388,885,7273,43,0,20,0.225,Newcastle,Fulham
2022-23,Issa Diop,DEF,0,0,17,0,1.1,470,204,1,0,2,14.6,2023-01-23 20:15:00+00:00,90,0,0,0,0,0,35503,1,0,4,2,-2167,748,2915,43,0,21,0.125,Fulham,Spurs
2022-23,Issa Diop,DEF,0,2,28,1,0,470,214,0,0,2.3,23.2,2023-02-03 20:00:00+00:00,90,0,0,0,0,0,33103,0,0,0,8,-2513,950,3463,43,0,22,0.125,Chelsea,Fulham
2022-23,Issa Diop,DEF,0,0,22,1,0,470,224,0,0,1.3,12.8,2023-02-11 15:00:00+00:00,90,0,0,0,0,0,36559,0,2,0,6,3020,4276,1256,43,0,23,0.3,Fulham,Nott'm Forest
2022-23,Issa Diop,DEF,0,1,25,1,0,470,233,0,0,2.9,28.6,2023-02-18 15:00:00+00:00,90,0,0,0,0,0,38350,1,0,0,6,1636,3908,2272,43,1,24,0.45,Brighton,Fulham
2022-23,Issa Diop,DEF,0,0,13,0,0.3,470,244,1,0,2,19.6,2023-02-24 20:00:00+00:00,90,0,0,0,0,0,62388,1,1,0,2,13155,16832,3677,43,0,25,0.55,Fulham,Wolves
2022-23,Issa Diop,DEF,0,0,12,0,1.6,470,253,3,0,1,8.8,2023-03-06 20:00:00+00:00,90,0,0,0,0,0,50063,2,3,0,1,-1810,4500,6310,43,0,26,0.55,Brentford,Fulham
2022-23,Issa Diop,DEF,0,0,0,0,0,470,264,0,0,0,0,2023-03-12 14:00:00+00:00,0,0,0,0,0,0,45902,3,0,0,0,-4131,1717,5848,43,0,27,0.375,Fulham,Arsenal
2022-23,Issa Diop,DEF,0,0,14,0,2.1,470,282,2,0,2,18,2023-04-01 14:00:00+00:00,90,0,0,0,0,0,38574,1,2,0,1,-1474,1233,2707,43,0,29,0.225,Bournemouth,Fulham
2022-23,Issa Diop,DEF,0,0,0,0,0,470,293,0,0,0,0,2023-04-08 14:00:00+00:00,0,0,0,0,0,0,38611,1,0,0,0,-312,1284,1596,43,0,30,0.1,Fulham,West Ham
2022-23,Issa Diop,DEF,0,0,0,0,0,470,303,0,0,0,0,2023-04-15 14:00:00+00:00,0,0,0,0,0,0,37388,3,1,0,0,-1253,526,1779,43,0,31,0.05,Everton,Fulham
2022-23,Issa Diop,DEF,0,0,0,0,0,470,316,0,0,0,0,2023-04-22 11:30:00+00:00,0,0,0,0,0,0,36122,1,2,0,0,-1260,537,1797,43,0,32,0.025,Fulham,Leeds
2022-23,Issa Diop,DEF,0,0,0,0,0,470,321,0,0,0,0,2023-04-25 18:45:00+00:00,0,0,0,0,0,0,34688,0,1,0,0,-1529,291,1820,43,0,33,0.025,Aston Villa,Fulham
2022-23,Issa Diop,DEF,0,0,12,0,0.4,470,336,1,0,1.8,18,2023-04-30 13:00:00+00:00,68,0,0,0,0,0,33019,2,1,0,2,-1743,475,2218,43,0,34,0,Fulham,Man City
2022-23,Issa Diop,DEF,0,0,14,0,1.1,470,276,1,0,1.3,12,2023-05-03 19:00:00+00:00,90,0,0,0,0,0,33019,0,1,0,2,-1743,475,2218,43,0,34,0.05,Liverpool,Fulham
2022-23,Issa Diop,DEF,0,0,13,0,0.3,470,343,1,0,1.9,18.4,2023-05-08 14:00:00+00:00,76,0,0,0,0,0,33168,3,5,0,2,67,1070,1003,43,0,35,0.1,Fulham,Leicester
2022-23,Issa Diop,DEF,0,2,29,1,1.3,470,360,0,0,2.5,23.4,2023-05-13 14:00:00+00:00,90,0,0,0,0,0,33002,2,0,0,8,-178,740,918,43,0,36,0.15,Southampton,Fulham
2022-23,Issa Diop,DEF,0,0,17,0,0.4,470,363,2,0,1.6,15.8,2023-05-20 14:00:00+00:00,90,0,0,0,0,0,36335,2,2,0,1,2823,3689,866,43,0,37,0.35,Fulham,Crystal Palace
2022-23,Issa Diop,DEF,0,0,21,0,0,470,379,2,0,0,0,2023-05-28 15:30:00+00:00,90,0,0,0,0,0,34311,1,2,0,1,-1567,530,2097,43,0,38,0.325,Man Utd,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,4,0,0,0,0,2022-08-06 11:30:00+00:00,0,0,0,0,0,0,7339,2,2,0,0,0,0,0,50,0,1,0,Fulham,Liverpool
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,20,0,0,0,0,2022-08-13 14:00:00+00:00,0,0,0,0,0,0,7351,0,0,0,0,-1070,547,1617,50,0,2,0,Wolves,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,24,0,0,0,0,2022-08-20 14:00:00+00:00,0,0,0,0,0,0,6766,2,3,0,0,-993,596,1589,49,0,3,0,Fulham,Brentford
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,31,0,0,0,0,2022-08-27 16:30:00+00:00,0,0,0,0,0,0,5876,1,2,0,0,-1106,177,1283,49,0,4,0,Arsenal,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,44,0,0,0,0,2022-08-30 18:30:00+00:00,0,0,0,0,0,0,5600,1,2,0,0,-487,298,785,48,0,5,0,Fulham,Brighton
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,59,0,0,0,0,2022-09-03 14:00:00+00:00,0,0,0,0,0,0,5367,1,2,0,0,-406,329,735,48,0,6,0,Spurs,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,78,0,0,0,0,2022-09-16 19:00:00+00:00,0,0,0,0,0,0,4534,3,2,0,0,-463,0,463,48,0,8,0,Nott'm Forest,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,84,0,0,0,0,2022-10-01 14:00:00+00:00,0,0,0,0,0,0,4035,4,1,0,0,-554,0,554,48,0,9,0,Fulham,Newcastle
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,100,0,0,0,0,2022-10-09 13:00:00+00:00,0,0,0,0,0,0,3673,1,3,0,0,-368,0,368,48,0,10,0,West Ham,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,103,0,0,0,0,2022-10-15 14:00:00+00:00,0,0,0,0,0,0,3505,2,2,0,0,-173,0,173,48,0,11,0,Fulham,Bournemouth
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,116,0,0,0,0,2022-10-20 18:30:00+00:00,0,0,0,0,0,0,3344,0,3,0,0,-139,0,139,48,0,12,0,Fulham,Aston Villa
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,124,0,0,0,0,2022-10-23 13:00:00+00:00,0,0,0,0,0,0,3287,3,2,0,0,-92,0,92,48,0,13,0,Leeds,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,136,0,0,0,0,2022-10-29 16:30:00+00:00,0,0,0,0,0,0,3163,0,0,0,0,-125,0,125,48,0,14,0,Fulham,Everton
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,145,0,0,0,0,2022-11-05 15:00:00+00:00,0,0,0,0,0,0,3081,1,2,0,0,-80,0,80,48,0,15,0,Man City,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,153,0,0,0,0,2022-11-13 16:30:00+00:00,0,0,0,0,0,0,3023,2,1,0,0,-62,0,62,48,0,16,0,Fulham,Man Utd
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,165,0,0,0,0,2022-12-26 15:00:00+00:00,0,0,0,0,0,0,2911,3,0,0,0,-112,0,112,48,0,17,0,Crystal Palace,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,173,0,0,0,0,2022-12-31 15:00:00+00:00,0,0,0,0,0,0,2874,1,2,0,0,-38,0,38,48,0,18,0,Fulham,Southampton
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,188,0,0,0,0,2023-01-03 19:45:00+00:00,0,0,0,0,0,0,2847,1,0,0,0,-24,0,24,48,0,19,0,Leicester,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,64,0,0,0,0,2023-01-12 20:00:00+00:00,0,0,0,0,0,0,2847,1,2,0,0,-24,0,24,48,0,19,0,Fulham,Chelsea
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,197,0,0,0,0,2023-01-15 14:00:00+00:00,0,0,0,0,0,0,2830,0,1,0,0,-19,0,19,48,0,20,0,Newcastle,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,204,0,0,0,0,2023-01-23 20:15:00+00:00,0,0,0,0,0,0,2804,1,0,0,0,-26,0,26,48,0,21,0,Fulham,Spurs
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,214,0,0,0,0,2023-02-03 20:00:00+00:00,0,0,0,0,0,0,2768,0,0,0,0,-35,0,35,48,0,22,0,Chelsea,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,224,0,0,0,0,2023-02-11 15:00:00+00:00,0,0,0,0,0,0,2755,0,2,0,0,-14,0,14,48,0,23,0,Fulham,Nott'm Forest
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,233,0,0,0,0,2023-02-18 15:00:00+00:00,0,0,0,0,0,0,2742,1,0,0,0,-13,0,13,48,0,24,0,Brighton,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,244,0,0,0,0,2023-02-24 20:00:00+00:00,0,0,0,0,0,0,2724,1,1,0,0,-15,0,15,48,0,25,0,Fulham,Wolves
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,253,0,0,0,0,2023-03-06 20:00:00+00:00,0,0,0,0,0,0,2724,2,3,0,0,-5,0,5,48,0,26,0,Brentford,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,264,0,0,0,0,2023-03-12 14:00:00+00:00,0,0,0,0,0,0,2710,3,0,0,0,-14,0,14,48,0,27,0,Fulham,Arsenal
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,282,0,0,0,0,2023-04-01 14:00:00+00:00,0,0,0,0,0,0,2694,1,2,0,0,-11,0,11,48,0,29,0,Bournemouth,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,293,0,0,0,0,2023-04-08 14:00:00+00:00,0,0,0,0,0,0,2687,1,0,0,0,-5,0,5,48,0,30,0,Fulham,West Ham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,303,0,0,0,0,2023-04-15 14:00:00+00:00,0,0,0,0,0,0,2683,3,1,0,0,-5,0,5,48,0,31,0,Everton,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,316,0,0,0,0,2023-04-22 11:30:00+00:00,0,0,0,0,0,0,2680,1,2,0,0,-4,0,4,48,0,32,0,Fulham,Leeds
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,321,0,0,0,0,2023-04-25 18:45:00+00:00,0,0,0,0,0,0,2677,0,1,0,0,-3,0,3,48,0,33,0,Aston Villa,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,336,0,0,0,0,2023-04-30 13:00:00+00:00,0,0,0,0,0,0,2675,2,1,0,0,-2,0,2,48,0,34,0,Fulham,Man City
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,276,0,0,0,0,2023-05-03 19:00:00+00:00,0,0,0,0,0,0,2675,0,1,0,0,-2,0,2,48,0,34,0,Liverpool,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,343,0,0,0,0,2023-05-08 14:00:00+00:00,0,0,0,0,0,0,2670,3,5,0,0,-5,0,5,48,0,35,0,Fulham,Leicester
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,360,0,0,0,0,2023-05-13 14:00:00+00:00,0,0,0,0,0,0,2667,2,0,0,0,-4,0,4,48,0,36,0,Southampton,Fulham
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,363,0,0,0,0,2023-05-20 14:00:00+00:00,0,0,0,0,0,0,2664,2,2,0,0,-3,0,3,48,0,37,0,Fulham,Crystal Palace
2022-23,Ivan Neves Abreu Cavaleiro,MID,0,0,0,0,0,214,379,0,0,0,0,2023-05-28 15:30:00+00:00,0,0,0,0,0,0,2661,1,2,0,0,-3,0,3,48,0,38,0,Man Utd,Fulham
2022-23,Ivan Perišić,DEF,0,0,6,0,8,448,8,0,0,2.1,7,2022-08-06 14:00:00+00:00,24,0,0,0,0,0,1973469,1,4,6,1,0,0,0,55,0,1,0,Spurs,Southampton
2022-23,Ivan Perišić,DEF,1,0,15,0,28.3,448,15,0,0,4.9,20.4,2022-08-14 15:30:00+00:00,11,0,0,0,0,0,1706293,2,2,0,4,-356478,34461,390939,55,0,2,0.1,Chelsea,Spurs
2022-23,Ivan Perišić,DEF,1,3,33,1,40.9,448,29,0,0,8.1,34,2022-08-20 11:30:00+00:00,75,0,0,0,0,0,1550856,0,1,6,12,-193692,85043,278735,54,0,3,0.25,Spurs,Wolves
2022-23,Ivan Perišić,DEF,0,0,18,1,1.4,448,38,0,0,2,6.4,2022-08-28 15:30:00+00:00,73,0,0,0,0,0,2386846,2,0,12,6,694633,761145,66512,55,0,4,0.567,Nott'm Forest,Spurs
2022-23,Ivan Perišić,DEF,0,0,11,0,48.8,448,47,1,0,7,13.6,2022-08-31 18:45:00+00:00,90,0,0,0,0,0,2703414,1,1,8,1,276837,365680,88843,56,1,5,0.575,West Ham,Spurs
2022-23,Ivan Perišić,DEF,0,0,3,0,0,448,59,0,0,0.2,2.4,2022-09-03 14:00:00+00:00,6,0,0,0,0,0,2880830,1,2,0,1,122071,311141,189070,56,0,6,0.575,Spurs,Fulham
2022-23,Ivan Perišić,DEF,1,0,14,0,47.8,448,79,2,0,8.8,22.6,2022-09-17 16:30:00+00:00,54,0,0,0,0,0,3027773,2,6,18,2,209617,316199,106582,56,1,8,0.5,Spurs,Leicester
2022-23,Ivan Perišić,DEF,0,0,5,0,14.7,448,81,3,0,2.2,3.4,2022-10-01 11:30:00+00:00,70,0,0,0,0,0,2742480,1,3,4,1,-156410,79156,235566,56,0,9,0.25,Arsenal,Spurs
2022-23,Ivan Perišić,DEF,0,0,0,0,0.5,448,93,0,0,0.3,0,2022-10-08 16:30:00+00:00,10,0,0,0,0,0,2639641,1,0,4,1,-118397,91505,209902,56,0,10,0.125,Brighton,Spurs
2022-23,Ivan Perišić,DEF,0,2,31,1,62,448,109,0,0,12,21.8,2022-10-15 16:30:00+00:00,90,0,0,0,0,0,2607340,0,2,36,8,-43451,135395,178846,55,0,11,0.125,Spurs,Everton
2022-23,Ivan Perišić,DEF,0,0,10,0,6.6,448,119,2,0,2.8,11.8,2022-10-19 19:15:00+00:00,88,0,0,0,0,0,2701940,0,2,10,1,94630,152626,57996,55,0,12,0.3,Man Utd,Spurs
2022-23,Ivan Perišić,DEF,0,0,1,0,14.2,448,128,0,0,3.8,6.4,2022-10-23 15:30:00+00:00,29,0,0,0,0,0,2614550,2,1,17,1,-89984,52249,142233,55,0,13,0.275,Spurs,Newcastle
2022-23,Ivan Perišić,DEF,1,0,18,0,29.3,448,132,0,0,5.8,20.4,2022-10-29 14:00:00+00:00,27,0,0,0,0,0,2521604,3,2,8,4,-99249,59369,158618,55,0,14,0.275,Bournemouth,Spurs
2022-23,Ivan Perišić,DEF,0,0,10,0,69.7,448,148,2,0,13.2,17.2,2022-11-06 16:30:00+00:00,90,0,0,0,0,0,2418941,2,1,45,1,-104671,43290,147961,55,0,15,0.35,Spurs,Liverpool
2022-23,Ivan Perišić,DEF,0,0,14,0,6.5,448,158,3,0,2.1,12.4,2022-11-12 15:00:00+00:00,90,0,0,0,0,0,2486005,3,4,2,1,55416,150198,94782,55,0,16,0.175,Spurs,Leeds
2022-23,Ivan Perišić,DEF,0,0,15,0,31.7,448,163,2,0,5.9,21,2022-12-26 12:30:00+00:00,90,0,0,0,0,0,2203128,2,2,6,1,-292602,263143,555745,55,0,17,0.175,Brentford,Spurs
2022-23,Ivan Perišić,DEF,0,0,3,0,13.5,448,178,2,0,3,6.2,2023-01-01 14:00:00+00:00,87,0,0,0,0,0,2195092,2,0,10,1,-13053,66228,79281,55,0,18,0.175,Spurs,Aston Villa
2022-23,Ivan Perišić,DEF,1,1,34,1,20.1,448,185,0,0,5.8,32.2,2023-01-04 20:00:00+00:00,85,0,0,0,0,0,2157101,4,0,6,10,-40015,47659,87674,55,0,19,0.1,Crystal Palace,Spurs
2022-23,Ivan Perišić,DEF,0,0,3,0,0,448,199,0,0,0.2,2.2,2023-01-15 16:30:00+00:00,14,0,0,0,0,0,2330414,2,0,0,1,141275,208348,67073,55,0,20,0.325,Spurs,Arsenal
2022-23,Ivan Perišić,DEF,0,0,2,0,1.4,448,68,3,0,1.6,10,2023-01-19 20:00:00+00:00,68,0,0,0,0,0,2330414,2,4,5,1,141275,208348,67073,55,0,20,0.325,Man City,Spurs
2022-23,Ivan Perišić,DEF,0,0,21,1,13.8,448,204,0,0,3.2,14,2023-01-23 20:15:00+00:00,90,0,0,0,0,0,2255811,1,0,4,6,-55387,43709,99096,55,0,21,0.325,Fulham,Spurs
2022-23,Ivan Perišić,DEF,0,0,18,1,28.8,448,219,0,0,4,7.4,2023-02-05 16:30:00+00:00,78,0,0,0,0,0,2176194,0,1,4,5,-82989,60845,143834,55,1,22,0.45,Spurs,Man City
2022-23,Ivan Perišić,DEF,0,0,6,0,24.9,448,226,3,0,5.1,5.4,2023-02-11 15:00:00+00:00,74,0,0,0,0,0,2178457,1,4,21,1,-3411,51099,54510,55,0,23,0.325,Leicester,Spurs
2022-23,Ivan Perišić,DEF,0,0,-2,0,0.3,448,239,0,0,0,0,2023-02-19 16:30:00+00:00,12,0,0,0,0,0,2138989,0,2,0,0,-42551,26727,69278,55,1,24,0.325,Spurs,West Ham
2022-23,Ivan Perišić,DEF,0,0,0,0,0,448,249,0,0,0,0,2023-02-26 13:30:00+00:00,0,0,0,0,0,0,2033916,0,2,0,0,-69700,33094,102794,55,0,25,0.3,Spurs,Chelsea
2022-23,Ivan Perišić,DEF,0,0,6,0,20.8,448,260,1,0,6.5,12,2023-03-04 15:00:00+00:00,90,0,0,0,0,0,1989755,0,1,32,2,-85943,26022,111965,54,0,26,0.15,Wolves,Spurs
2022-23,Ivan Perišić,DEF,0,0,0,0,0,448,269,0,0,0,0,2023-03-11 15:00:00+00:00,0,0,0,0,0,0,1868889,1,3,0,0,-119611,10861,130472,54,0,27,0.075,Spurs,Nott'm Forest
2022-23,Ivan Perišić,DEF,0,0,16,0,14.8,448,279,3,1,7.8,40.2,2023-03-18 15:00:00+00:00,53,0,0,0,0,0,1837895,3,3,23,6,-37843,21924,59767,54,0,28,0.05,Southampton,Spurs
2022-23,Ivan Perišić,DEF,0,0,13,0,17.7,448,286,1,0,4.3,14.4,2023-04-03 19:00:00+00:00,90,0,0,0,0,0,1774946,1,1,11,2,-56406,14559,70965,53,0,29,0.2,Everton,Spurs
2022-23,Ivan Perišić,DEF,1,0,19,0,35.7,448,299,1,0,10.2,47,2023-04-08 14:00:00+00:00,90,0,0,0,0,0,1775181,1,2,19,4,-7737,16862,24599,53,1,30,0.25,Spurs,Brighton
2022-23,Ivan Perišić,DEF,1,0,26,0,41.5,448,308,3,0,8.7,21.8,2023-04-15 14:15:00+00:00,90,0,0,0,0,0,1829474,3,2,24,3,51541,65630,14089,53,1,31,0.3,Spurs,Bournemouth
2022-23,Ivan Perišić,DEF,0,0,13,0,10.7,448,320,6,0,2.7,15,2023-04-23 13:00:00+00:00,90,0,0,0,0,0,1842991,1,6,1,-1,7672,31168,23496,53,0,32,0.375,Newcastle,Spurs
2022-23,Ivan Perišić,DEF,0,0,12,0,0,448,325,2,0,0,0,2023-04-27 19:15:00+00:00,76,0,0,0,0,0,1787471,2,2,0,1,-49626,3678,53304,53,0,33,0.2,Spurs,Man Utd
2022-23,Ivan Perišić,DEF,1,0,29,0,26.5,448,338,3,0,7.5,42.4,2023-04-30 15:30:00+00:00,89,0,0,0,0,0,1718521,3,4,6,4,-63958,3522,67480,53,0,34,0.175,Liverpool,Spurs
2022-23,Ivan Perišić,DEF,0,0,0,0,0,448,348,0,0,0,0,2023-05-06 14:00:00+00:00,0,0,0,0,0,0,1735227,0,1,0,0,8063,31260,23197,53,0,35,0.175,Spurs,Crystal Palace
2022-23,Ivan Perišić,DEF,0,0,5,0,14.8,448,352,0,0,1.9,4.2,2023-05-13 14:00:00+00:00,1,0,0,0,0,0,1708817,1,2,0,1,-25811,8319,34130,53,0,36,0.1,Aston Villa,Spurs
2022-23,Ivan Perišić,DEF,0,0,2,0,1.1,448,368,1,0,0.1,0.2,2023-05-20 11:30:00+00:00,5,0,0,0,0,0,1682554,3,1,0,1,-24749,7797,32546,53,0,37,0.15,Spurs,Brentford
2022-23,Ivan Perišić,DEF,0,0,0,0,0,448,377,0,0,0,0,2023-05-28 15:30:00+00:00,0,0,0,0,0,0,1686403,4,1,0,0,665,17094,16429,53,0,38,0.15,Leeds,Spurs
2021-22,Ivan Toney,FWD,0,0,4,1,15.8,78,1,0,0,2.6,6.2,2021-08-13 19:00:00+00:00,90,0,0,0,0,0,2065056,0,2,4,2,0,0,0,65,0,1,0,Brentford,Arsenal
2021-22,Ivan Toney,FWD,0,0,5,1,1.4,78,13,0,0,7.2,4.2,2021-08-21 14:00:00+00:00,90,0,0,0,0,0,2181813,0,0,66,2,1996,132302,130306,65,0,2,0.2,Crystal Palace,Brentford
2021-22,Ivan Toney,FWD,0,1,22,0,15.1,78,21,1,1,7.9,31.2,2021-08-28 14:00:00+00:00,90,0,0,0,0,0,1707531,1,1,33,6,-475891,46038,521929,64,1,3,0.2,Aston Villa,Brentford
2021-22,Ivan Toney,FWD,0,0,15,0,36.8,78,32,1,0,5.5,8.2,2021-09-11 14:00:00+00:00,90,0,0,0,0,0,1395526,1,0,10,2,-342559,121918,464477,64,0,4,0.333,Brentford,Brighton
